name,referencePath,policyType,category,displayName,description,groupNames,policySets,allowedEffects,myorg-demo-onlineEffect,alz-landingzones-onlineEffect,myorg-demo-onlineParameters,alz-landingzones-onlineParameters,nonComplianceMessages
add-vnets-networkgroup-sece-corp,,Custom,Azure Virtual Network Manager,Automatically Assign Virtual Networks in Sweden Central to the Corp Network Group in Azure Virtual Network Manager,Automatically assigns virtual networks in Sweden Central to the Corp Network Group in Azure Virtual Network Manager for efficient network organization.,,pi-corp:addVnetsNetworkgroupSECECorp,addToNetworkGroup,addToNetworkGroup,addToNetworkGroup,{},{},,
