name,referencePath,policyType,category,displayName,description,groupNames,policySets,allowedEffects,myorg-demo-onlineEffect,alz-landingzones-onlineEffect,myorg-demo-onlineParameters,alz-landingzones-onlineParameters,nonComplianceMessages
add-vnets-networkgroup-sece-online,,Custom,Azure Virtual Network Manager,Automatically Assign Virtual Networks in Sweden Central to the Online Network Group in Azure Virtual Network Manager,Automatically assigns virtual networks in Sweden Central to the Public Network Group in Azure Virtual Network Manager for efficient network organization.,,pi-online,,,,{"parNetworkGroupId":"/subscriptions/555e8304-e581-4bb3-b2ad-9d55d69b5907/resourceGroups/Network/providers/Microsoft.Network/networkManagers/avnm01/networkGroups/Online"},,
